"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","UGA",35.4245205980488,4.80770337888126,5.23092033758041,6.19438276624295,0.955646724706271,2.8918846823646,15.8684920538159,0.237675660227859,137.875472012185,1154.38734639027,0.00267094259283058,117.147286657113
