"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi"
"1","GTM",47.3898729060678,2.48122911202794,5.34341594221762,5.98516630682488,0.680056919880036,13.606217290739,66.8486641027611,35.4132819927968,68.4661351942026,4934.59910822369,0.207631736488273
