"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","ZMB",44.4878559655928,5.88863899969125,7.40402120124549,8.22380527810449,0.862189174385893,19.9172815322969,44.154041322907,5.53888094344031,149.049366924845,4483.9015660715,0.367255263396299,84.3688214904955
