"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","MLI",30.4771385685725,12.865270692224,1.71130501055411,2.63204505592565,0.922415914621753,10.5071228721016,33.8727516396728,2.21875673613278,44.3150669827238,1083.58069332167,0.0152216133878293,114.441435721362
