"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","NGA",35.390646023599,10.7568596247285,5.22048888453539,6.92550948977235,1.65552621370224,7.27736097795061,11.3275642335766,11.0618477149863,273.969566875808,2874.02575576319,-0.0470804640845299,77.6196356567486
