"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","ETH",42.3451593276399,9.61049893380908,2.42035487729159,3.5264098712281,1.06261787300651,2.97526430663124,30.8460219372021,1.90130016038338,821.204927891301,858.367202511132,-0.128085171070232,91.4257871876063
