"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","SEN",21.3824894678133,7.67573578854883,2.24199689695014,3.2911281349862,0.98448796560934,11.1882042424729,45.4738783362264,14.4958938415465,667.612317593452,2227.09162626486,-0.0643445735959959,80.0799257718259
