"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi"
"1","PHL",31.1818011020033,7.91229834611485,9.5406410093621,9.13075491274091,-0.412388340471697,18.0660516191811,37.2177880988666,65.1317444970435,1031.62835012235,3937.47091066832,0.426497671120676
