"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","KEN",31.2817220395935,7.0115337875319,7.01412620905173,7.69541549449531,0.670322197896604,5.9236188727293,29.5466260985673,4.35089814236826,820.239788768896,2191.5112858004,0.127649193227202,80.3348825565503
