"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","dep_ratio"
"1","SDN",35.1747635231997,15.754881725914,4.58951718362727,5.57580707195838,0.969613910965025,5.5638485509363,29.8094856206949,0.166405331423017,54.8319011622149,81.1196160429119
