"","COUNTRY","stunting","wasting","female_ed","male_ed","diff_ed","nightlights","piped_water","sanitation","migration","awe","rwi","dep_ratio"
"1","ZWE",30.079211043415,3.50620490284422,8.87288296363502,9.51319141930457,0.642466992480273,15.5124839310767,41.4040808658057,43.5044485186402,137.03072064672,3955.85976423396,0.215815801547706,90.5867438461551
